workerid,rt,color_other,color_target,n_total,response,n_target,slide_number_in_experiment,count,colorblind,language,enjoyment,gender,age,comments,languages,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,17806,red,black,5,"[u'one is', u'only one']",1,2,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,8758,blue,red,10,"[u'most of them', u'all but two']",8,3,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,11242,black,red,100,"[u'not many', u'about 10']",12,4,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,13826,black,orange,100,"[u'about half of them', u'around as many that are black']",38,5,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,8446,black,orange,5,"[u'the majority of them', u'all but one']",4,6,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,6179,orange,black,100,"[u'just one', u'only one']",1,7,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,10085,black,orange,100,"[u'about one third', u'a minority of them']",23,8,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,60528,black,orange,10,"[u'only 2', u'a few']",2,9,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,8045,orange,black,100,"[u'the majority', u'most of them']",67,10,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,8590,black,red,25,"[u'most of them', u'the majority of them']",19,11,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
