workerid,rt,target_language,color_other,color_target,n_total,target_quantifier,response,n_target,slide_number_in_experiment,count,colorblind,language,enjoyment,gender,age,comments,languages,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
0,6816,English,white,black,25,all,false,2,2,English,no,English,2,Male,31,,,Yes,3,Windows,768,1366,Chrome,39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3WO7ZNC6SKDZNRPSL6DW7NKLSQS8DE,Language study,A 10-minute study where you answer true-false questions,language research tuebingen fun cognitive science university,$0.80,Sat Nov 04 00:42:43 CET 2017,5,0,0,5,Reviewable,NotReviewed,1 cond,1800,30000,Mon Dec 04 00:42:43 CET 2017,https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3CFJTT4SXUYVSGP6ZPMMOO7UW8LI7C,0,Approved,Sat Nov 04 09:06:14 CET 2017,Sat Nov 04 00:42:54 CET 2017,Sat Nov 04 00:46:14 CET 2017,Sat Nov 04 09:06:36 CET 2017,,,,,{},2.7567333333333335,[]
0,3201,English,white,black,25,a couple,true,2,3,English,no,English,2,Male,31,,,Yes,3,Windows,768,1366,Chrome,39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3WO7ZNC6SKDZNRPSL6DW7NKLSQS8DE,Language study,A 10-minute study where you answer true-false questions,language research tuebingen fun cognitive science university,$0.80,Sat Nov 04 00:42:43 CET 2017,5,0,0,5,Reviewable,NotReviewed,1 cond,1800,30000,Mon Dec 04 00:42:43 CET 2017,https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3CFJTT4SXUYVSGP6ZPMMOO7UW8LI7C,0,Approved,Sat Nov 04 09:06:14 CET 2017,Sat Nov 04 00:42:54 CET 2017,Sat Nov 04 00:46:14 CET 2017,Sat Nov 04 09:06:36 CET 2017,,,,,{},2.7567333333333335,[]
0,2664,English,white,black,25,almost all,true,22,4,English,no,English,2,Male,31,,,Yes,3,Windows,768,1366,Chrome,39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3WO7ZNC6SKDZNRPSL6DW7NKLSQS8DE,Language study,A 10-minute study where you answer true-false questions,language research tuebingen fun cognitive science university,$0.80,Sat Nov 04 00:42:43 CET 2017,5,0,0,5,Reviewable,NotReviewed,1 cond,1800,30000,Mon Dec 04 00:42:43 CET 2017,https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3CFJTT4SXUYVSGP6ZPMMOO7UW8LI7C,0,Approved,Sat Nov 04 09:06:14 CET 2017,Sat Nov 04 00:42:54 CET 2017,Sat Nov 04 00:46:14 CET 2017,Sat Nov 04 09:06:36 CET 2017,,,,,{},2.7567333333333335,[]
0,4949,English,black,white,25,a few,false,23,5,English,no,English,2,Male,31,,,Yes,3,Windows,768,1366,Chrome,39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3WO7ZNC6SKDZNRPSL6DW7NKLSQS8DE,Language study,A 10-minute study where you answer true-false questions,language research tuebingen fun cognitive science university,$0.80,Sat Nov 04 00:42:43 CET 2017,5,0,0,5,Reviewable,NotReviewed,1 cond,1800,30000,Mon Dec 04 00:42:43 CET 2017,https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3CFJTT4SXUYVSGP6ZPMMOO7UW8LI7C,0,Approved,Sat Nov 04 09:06:14 CET 2017,Sat Nov 04 00:42:54 CET 2017,Sat Nov 04 00:46:14 CET 2017,Sat Nov 04 09:06:36 CET 2017,,,,,{},2.7567333333333335,[]
0,2511,English,white,black,25,a small amount,false,11,6,English,no,English,2,Male,31,,,Yes,3,Windows,768,1366,Chrome,39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3WO7ZNC6SKDZNRPSL6DW7NKLSQS8DE,Language study,A 10-minute study where you answer true-false questions,language research tuebingen fun cognitive science university,$0.80,Sat Nov 04 00:42:43 CET 2017,5,0,0,5,Reviewable,NotReviewed,1 cond,1800,30000,Mon Dec 04 00:42:43 CET 2017,https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3CFJTT4SXUYVSGP6ZPMMOO7UW8LI7C,0,Approved,Sat Nov 04 09:06:14 CET 2017,Sat Nov 04 00:42:54 CET 2017,Sat Nov 04 00:46:14 CET 2017,Sat Nov 04 09:06:36 CET 2017,,,,,{},2.7567333333333335,[]
0,2592,English,white,black,25,some,true,21,7,English,no,English,2,Male,31,,,Yes,3,Windows,768,1366,Chrome,39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3WO7ZNC6SKDZNRPSL6DW7NKLSQS8DE,Language study,A 10-minute study where you answer true-false questions,language research tuebingen fun cognitive science university,$0.80,Sat Nov 04 00:42:43 CET 2017,5,0,0,5,Reviewable,NotReviewed,1 cond,1800,30000,Mon Dec 04 00:42:43 CET 2017,https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3CFJTT4SXUYVSGP6ZPMMOO7UW8LI7C,0,Approved,Sat Nov 04 09:06:14 CET 2017,Sat Nov 04 00:42:54 CET 2017,Sat Nov 04 00:46:14 CET 2017,Sat Nov 04 09:06:36 CET 2017,,,,,{},2.7567333333333335,[]
0,3434,English,black,white,25,few,false,11,8,English,no,English,2,Male,31,,,Yes,3,Windows,768,1366,Chrome,39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3WO7ZNC6SKDZNRPSL6DW7NKLSQS8DE,Language study,A 10-minute study where you answer true-false questions,language research tuebingen fun cognitive science university,$0.80,Sat Nov 04 00:42:43 CET 2017,5,0,0,5,Reviewable,NotReviewed,1 cond,1800,30000,Mon Dec 04 00:42:43 CET 2017,https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3CFJTT4SXUYVSGP6ZPMMOO7UW8LI7C,0,Approved,Sat Nov 04 09:06:14 CET 2017,Sat Nov 04 00:42:54 CET 2017,Sat Nov 04 00:46:14 CET 2017,Sat Nov 04 09:06:36 CET 2017,,,,,{},2.7567333333333335,[]
0,2368,English,black,white,25,none,false,16,9,English,no,English,2,Male,31,,,Yes,3,Windows,768,1366,Chrome,39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3WO7ZNC6SKDZNRPSL6DW7NKLSQS8DE,Language study,A 10-minute study where you answer true-false questions,language research tuebingen fun cognitive science university,$0.80,Sat Nov 04 00:42:43 CET 2017,5,0,0,5,Reviewable,NotReviewed,1 cond,1800,30000,Mon Dec 04 00:42:43 CET 2017,https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3CFJTT4SXUYVSGP6ZPMMOO7UW8LI7C,0,Approved,Sat Nov 04 09:06:14 CET 2017,Sat Nov 04 00:42:54 CET 2017,Sat Nov 04 00:46:14 CET 2017,Sat Nov 04 09:06:36 CET 2017,,,,,{},2.7567333333333335,[]
0,2232,English,black,white,25,a couple,false,6,10,English,no,English,2,Male,31,,,Yes,3,Windows,768,1366,Chrome,39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3WO7ZNC6SKDZNRPSL6DW7NKLSQS8DE,Language study,A 10-minute study where you answer true-false questions,language research tuebingen fun cognitive science university,$0.80,Sat Nov 04 00:42:43 CET 2017,5,0,0,5,Reviewable,NotReviewed,1 cond,1800,30000,Mon Dec 04 00:42:43 CET 2017,https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3CFJTT4SXUYVSGP6ZPMMOO7UW8LI7C,0,Approved,Sat Nov 04 09:06:14 CET 2017,Sat Nov 04 00:42:54 CET 2017,Sat Nov 04 00:46:14 CET 2017,Sat Nov 04 09:06:36 CET 2017,,,,,{},2.7567333333333335,[]
0,4219,English,black,white,25,a small amount,false,13,11,English,no,English,2,Male,31,,,Yes,3,Windows,768,1366,Chrome,39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3WO7ZNC6SKDZNRPSL6DW7NKLSQS8DE,Language study,A 10-minute study where you answer true-false questions,language research tuebingen fun cognitive science university,$0.80,Sat Nov 04 00:42:43 CET 2017,5,0,0,5,Reviewable,NotReviewed,1 cond,1800,30000,Mon Dec 04 00:42:43 CET 2017,https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2TNAXHPUQ8VQBZDH98EOU,3CFJTT4SXUYVSGP6ZPMMOO7UW8LI7C,0,Approved,Sat Nov 04 09:06:14 CET 2017,Sat Nov 04 00:42:54 CET 2017,Sat Nov 04 00:46:14 CET 2017,Sat Nov 04 09:06:36 CET 2017,,,,,{},2.7567333333333335,[]
